DateTime,DateTime_sum,frame_nr,time_sum_ar,Timestamp,StepCount,last_step_time_ar,RightFootGround,LeftFootGround,step_length_sum_ar,hip_pos_list x,      y  ,      z  ,step_hip_list,LegLength,StepLength,StepLengthRatio,StrideWidth,StrideWidthRatio,StrideLengthRight,StrideLengthRightRatio,StrideTimeRight,StrideLengthLeft,StrideLengthLeftRatio,StrideTimeLeft,Velocity,VelocityRatio,Acceleration,AccelerationRatio,HeadRotationX,HeadRotationY,HeadRotationZ,HeadRotationW
27.11.2023 11:11:40 :437,18595,4775,18.455010,159.166700,25,-1,0,1,-1,(2.380833, 0.000000, 2.483106),-1,0.884548,0.205965,0.232847,0.201208,0.227470,1.359426,1.536859,0.653706,0.843160,0.953210,0.420494,0.365656,0.413381,41.494890,46.910850,0.319122,0.084811,-0.942066,0.058995
27.11.2023 11:11:40 :440,18598,4776,18.458490,159.200000,25,-1,0,1,-1,(2.382399, 0.000000, 2.486435),-1,0.884548,0.209231,0.236540,0.202135,0.228517,1.359426,1.536859,0.653706,0.843160,0.953210,0.420494,1.058687,1.196868,199.405400,225.432000,0.325131,0.083188,-0.940230,0.057773
27.11.2023 11:11:40 :445,18603,4777,18.463230,159.233300,25,-1,0,1,-1,(2.383191, 0.000000, 2.488220),-1,0.884548,0.212075,0.239756,0.203315,0.229852,1.359426,1.536859,0.653706,0.843160,0.953210,0.420494,0.411527,0.465240,136.403100,154.206600,0.328184,0.082350,-0.939285,0.057078
27.11.2023 11:11:40 :450,18608,4778,18.468190,159.266700,25,-1,0,1,-1,(2.384287, 0.000000, 2.490655),-1,0.884548,0.216091,0.244295,0.204532,0.231228,1.359426,1.536859,0.653706,0.843160,0.953210,0.420494,0.538826,0.609154,25.699070,29.053340,0.332348,0.081216,-0.937976,0.056119
27.11.2023 11:11:40 :455,18613,4779,18.473360,159.300000,25,-1,0,1,-1,(2.385449, 0.000000, 2.493189),-1,0.884548,0.220422,0.249191,0.205318,0.232116,1.359426,1.536859,0.653706,0.843160,0.953210,0.420494,0.538734,0.609050,0.701908,0.793521,0.336688,0.080044,-0.936588,0.055107
27.11.2023 11:11:40 :459,18617,4780,18.477790,159.333300,25,-1,0,1,-1,(2.386683, 0.000000, 2.495836),-1,0.884548,0.225080,0.254457,0.205609,0.232445,1.359426,1.536859,0.653706,0.843160,0.953210,0.420494,0.660182,0.746350,27.464940,31.049690,0.341220,0.078831,-0.935112,0.054035
27.11.2023 11:11:40 :463,18621,4781,18.481280,159.366700,25,-1,0,1,-1,(2.387754, 0.000000, 2.498096),-1,0.884548,0.229144,0.259052,0.205428,0.232241,1.359426,1.536859,0.653706,0.843160,0.953210,0.420494,0.715545,0.808939,15.886350,17.959850,0.345087,0.077805,-0.933832,0.053109
27.11.2023 11:11:40 :467,18625,4782,18.485350,159.400000,25,-1,0,1,-1,(2.388610, 0.000000, 2.499882),-1,0.884548,0.232402,0.262735,0.205009,0.231766,1.359426,1.536859,0.653706,0.843160,0.953210,0.420494,0.487093,0.550668,56.197330,63.532260,0.348139,0.077000,-0.932807,0.052370
27.11.2023 11:11:40 :471,18629,4783,18.489730,159.433300,25,-1,0,1,-1,(2.389617, 0.000000, 2.501957),-1,0.884548,0.236231,0.267064,0.204213,0.230867,1.359426,1.536859,0.653706,0.843160,0.953210,0.420494,0.525734,0.594354,8.821520,9.972913,0.351685,0.076073,-0.931600,0.051503
27.11.2023 11:11:40 :476,18634,4784,18.494090,159.466700,25,-1,0,1,-1,(2.390621, 0.000000, 2.504225),-1,0.884548,0.241052,0.272514,0.204311,0.230978,1.359426,1.536859,0.653706,0.843160,0.953210,0.420494,0.568855,0.643102,10.795650,12.204710,0.355247,0.075305,-0.930343,0.050896
27.11.2023 11:11:40 :479,18637,4785,18.497510,159.500000,25,-1,0,1,-1,(2.391590, 0.000000, 2.506489),-1,0.884548,0.246125,0.278250,0.204691,0.231408,1.359426,1.536859,0.653706,0.843160,0.953210,0.420494,0.721234,0.815370,44.698620,50.532730,0.358673,0.074646,-0.929107,0.050431
27.11.2023 11:11:40 :484,18642,4786,18.501310,159.533300,25,-1,0,1,-1,(2.392354, 0.000000, 2.508258),-1,0.884548,0.250082,0.282723,0.204796,0.231527,1.359426,1.536859,0.653706,0.843160,0.953210,0.420494,0.506759,0.572902,56.414360,63.777620,0.361350,0.074134,-0.928130,0.050063
27.11.2023 11:11:40 :489,18647,4787,18.506830,159.566700,25,-1,0,1,-1,(2.393214, 0.000000, 2.510226),-1,0.884548,0.254476,0.287690,0.204717,0.231437,1.359426,1.536859,0.653706,0.843160,0.953210,0.420494,0.389183,0.439980,21.302090,24.082460,0.364332,0.073568,-0.927030,0.049649
27.11.2023 11:11:40 :493,18651,4788,18.511180,159.600000,25,-1,0,1,-1,(2.394474, 0.000000, 2.513082),-1,0.884548,0.260816,0.294857,0.204234,0.230891,1.359426,1.536859,0.653706,0.843160,0.953210,0.420494,0.717547,0.811201,75.494540,85.348160,0.368655,0.072754,-0.925417,0.049038
27.11.2023 11:11:40 :497,18655,4789,18.515370,159.633300,25,-1,0,1,-1,(2.395479, 0.000000, 2.515329),-1,0.884548,0.265773,0.300462,0.203550,0.230117,1.359426,1.536859,0.653706,0.843160,0.953210,0.420494,0.587508,0.664190,31.037440,35.088470,0.372057,0.072120,-0.924130,0.048550
27.11.2023 11:11:40 :502,18660,4790,18.519800,159.666700,25,-1,0,1,-1,(2.396456, 0.000000, 2.517493),-1,0.884548,0.270511,0.305819,0.202640,0.229089,1.359426,1.536859,0.653706,0.843160,0.953210,0.420494,0.535199,0.605053,11.805080,13.345890,0.375330,0.071515,-0.922877,0.048075
27.11.2023 11:11:40 :506,18664,4791,18.523820,159.700000,25,-1,0,1,-1,(2.397499, 0.000000, 2.519780),-1,0.884548,0.275480,0.311436,0.201412,0.227701,1.359426,1.536859,0.653706,0.843160,0.953210,0.420494,0.625557,0.707205,22.486400,25.421340,0.378790,0.070880,-0.921538,0.047565
27.11.2023 11:11:40 :509,18667,4792,18.527430,159.733300,25,-1,0,1,-1,(2.398448, 0.000000, 2.521924),-1,0.884548,0.279213,0.315656,0.200607,0.226791,1.359426,1.536859,0.653706,0.843160,0.953210,0.420494,0.650140,0.734997,7.073472,7.996708,0.381734,0.070371,-0.920365,0.047511
27.11.2023 11:11:40 :513,18671,4793,18.531550,159.766700,25,-1,0,1,-1,(2.399304, 0.000000, 2.523849),-1,0.884548,0.282500,0.319372,0.199788,0.225865,1.359426,1.536859,0.653706,0.843160,0.953210,0.420494,0.511565,0.578335,33.657310,38.050300,0.384363,0.069919,-0.919305,0.047478
27.11.2023 11:11:40 :518,18676,4794,18.535790,159.800000,25,-1,0,1,-1,(2.400285, 0.000000, 2.526043),-1,0.884548,0.286221,0.323579,0.198718,0.224654,1.359426,1.536859,0.653706,0.843160,0.953210,0.420494,0.565793,0.639641,12.769320,14.435990,0.387361,0.069405,-0.918088,0.047434
27.11.2023 11:11:40 :522,18680,4795,18.539870,159.833300,25,-1,0,1,-1,(2.401302, 0.000000, 2.528305),-1,0.884548,0.290027,0.327881,0.197460,0.223233,1.359426,1.536859,0.653706,0.843160,0.953210,0.420494,0.608827,0.688291,10.568070,11.947420,0.390451,0.068876,-0.916820,0.047383
27.11.2023 11:11:40 :526,18684,4796,18.544360,159.866700,25,-1,0,1,-1,(2.402282, 0.000000, 2.530472),-1,0.884548,0.293640,0.331966,0.196111,0.221707,1.359426,1.536859,0.653706,0.843160,0.953210,0.420494,0.528843,0.597868,17.785230,20.106580,0.393411,0.068372,-0.915595,0.047327
27.11.2023 11:11:40 :530,18688,4797,18.548470,159.900000,25,-1,0,1,-1,(2.403367, 0.000000, 2.532863),-1,0.884548,0.297591,0.336432,0.194460,0.219841,1.359426,1.536859,0.653706,0.843160,0.953210,0.420494,0.640077,0.723620,27.115380,30.654510,0.396675,0.067818,-0.914230,0.047259
27.11.2023 11:11:40 :535,18693,4798,18.553190,159.933300,25,-1,0,1,-1,(2.404361, 0.000000, 2.535041),-1,0.884548,0.301154,0.340460,0.192807,0.217973,1.359426,1.536859,0.653706,0.843160,0.953210,0.420494,0.507084,0.573269,28.170120,31.846910,0.399648,0.067315,-0.912975,0.047191
27.11.2023 11:11:40 :539,18697,4799,18.556910,159.966700,25,-1,0,1,-1,(2.405510, 0.000000, 2.537547),-1,0.884548,0.305209,0.345045,0.190736,0.215631,1.359426,1.536859,0.653706,0.843160,0.953210,0.420494,0.740973,0.837685,62.857080,71.061250,0.403064,0.066739,-0.911519,0.047106
27.11.2023 11:11:40 :543,18701,4800,18.560630,160.000000,25,-1,0,1,-1,(2.406433, 0.000000, 2.539595),-1,0.884548,0.307598,0.347746,0.189660,0.214415,1.359426,1.536859,0.653706,0.843160,0.953210,0.420494,0.603485,0.682252,36.961440,41.785680,0.405729,0.066133,-0.910365,0.047396
27.11.2023 11:11:40 :547,18705,4801,18.565180,160.033300,25,-1,0,1,-1,(2.407355, 0.000000, 2.541646),-1,0.884548,0.309942,0.350396,0.188552,0.213162,1.359426,1.536859,0.653706,0.843160,0.953210,0.420494,0.494496,0.559039,23.967190,27.095410,0.408392,0.065519,-0.909203,0.047694
27.11.2023 11:11:40 :551,18709,4802,18.569420,160.066700,25,-1,0,1,-1,(2.408475, 0.000000, 2.544149),-1,0.884548,0.312785,0.353611,0.187118,0.211541,1.359426,1.536859,0.653706,0.843160,0.953210,0.420494,0.647069,0.731525,36.002320,40.701380,0.411641,0.064766,-0.907771,0.048048
27.11.2023 11:11:40 :555,18713,4803,18.573580,160.100000,25,-1,0,1,-1,(2.409514, 0.000000, 2.546480),-1,0.884548,0.315417,0.356585,0.185702,0.209940,1.359426,1.536859,0.653706,0.843160,0.953210,0.420494,0.612265,0.692179,8.352739,9.442947,0.414665,0.064064,-0.906427,0.048366
27.11.2023 11:11:40 :559,18717,4804,18.577080,160.133300,25,-1,0,1,-1,(2.410532, 0.000000, 2.548769),-1,0.884548,0.317987,0.359491,0.184237,0.208284,1.359426,1.536859,0.653706,0.843160,0.953210,0.420494,0.717326,0.810952,30.080270,34.006380,0.417634,0.063372,-0.905096,0.048669
27.11.2023 11:11:40 :563,18721,4805,18.581180,160.166700,25,-1,0,1,-1,(2.411382, 0.000000, 2.550686),-1,0.884548,0.320126,0.361909,0.182953,0.206832,1.359426,1.536859,0.653706,0.843160,0.953210,0.420494,0.510529,0.577163,50.346530,56.917810,0.420120,0.062790,-0.903972,0.048915
27.11.2023 11:11:40 :569,18727,4806,18.586720,160.200000,25,-1,0,1,-1,(2.412377, 0.000000, 2.552940),-1,0.884548,0.322627,0.364736,0.181378,0.205052,1.359426,1.536859,0.653706,0.843160,0.953210,0.420494,0.445124,0.503222,11.818930,13.361550,0.423038,0.062105,-0.902642,0.049194
27.11.2023 11:11:40 :573,18731,4807,18.590770,160.233300,25,-1,0,1,-1,(2.413710, 0.000000, 2.555972),-1,0.884548,0.325955,0.368499,0.179157,0.202541,1.359426,1.536859,0.653706,0.843160,0.953210,0.420494,0.817133,0.923786,91.768310,103.746000,0.426963,0.061181,-0.900835,0.049559
27.11.2023 11:11:40 :577,18735,4808,18.595150,160.266700,25,-1,0,1,-1,(2.414573, 0.000000, 2.558267),-1,0.884548,0.327273,0.369989,0.178276,0.201545,1.359426,1.536859,0.653706,0.843160,0.953210,0.420494,0.559433,0.632451,59.410800,67.165150,0.429930,0.060524,-0.899436,0.050124
27.11.2023 11:11:40 :581,18739,4809,18.598990,160.300000,25,-1,0,1,-1,(2.415499, 0.000000, 2.560744),-1,0.884548,0.328703,0.371606,0.177300,0.200441,1.359426,1.536859,0.653706,0.843160,0.953210,0.420494,0.688853,0.778763,33.714980,38.115500,0.433138,0.059806,-0.897910,0.050725
27.11.2023 11:11:40 :585,18743,4810,18.603120,160.333300,25,-1,0,1,-1,(2.416304, 0.000000, 2.562908),-1,0.884548,0.329957,0.373023,0.176425,0.199452,1.359426,1.536859,0.653706,0.843160,0.953210,0.420494,0.559071,0.632041,31.419430,35.520320,0.435940,0.059172,-0.896566,0.051241
27.11.2023 11:11:40 :589,18747,4811,18.607150,160.366700,25,-1,0,1,-1,(2.417163, 0.000000, 2.565233),-1,0.884548,0.331309,0.374552,0.175462,0.198364,1.359426,1.536859,0.653706,0.843160,0.953210,0.420494,0.615601,0.695950,14.043400,15.876360,0.438951,0.058483,-0.895109,0.051785
27.11.2023 11:11:40 :594,18752,4812,18.612280,160.400000,25,-1,0,1,-1,(2.417995, 0.000000, 2.567493),-1,0.884548,0.332630,0.376045,0.174502,0.197278,1.359426,1.536859,0.653706,0.843160,0.953210,0.420494,0.469508,0.530789,28.479970,32.197200,0.441881,0.057806,-0.893680,0.052306
27.11.2023 11:11:40 :598,18756,4813,18.615560,160.433300,25,-1,0,1,-1,(2.419045, 0.000000, 2.570367),-1,0.884548,0.334316,0.377951,0.173250,0.195863,1.359426,1.536859,0.653706,0.843160,0.953210,0.420494,0.931531,1.053115,140.642400,158.999200,0.445605,0.056934,-0.891847,0.052954
27.11.2023 11:11:40 :603,18761,4814,18.620220,160.466700,25,-1,0,1,-1,(2.419713, 0.000000, 2.572205),-1,0.884548,0.335399,0.379176,0.172429,0.194935,1.359426,1.536859,0.653706,0.843160,0.953210,0.420494,0.419602,0.474369,109.853800,124.192100,0.447989,0.056371,-0.890664,0.053361
27.11.2023 11:11:40 :607,18765,4815,18.624630,160.500000,25,-1,0,1,-1,(2.420652, 0.000000, 2.574810),-1,0.884548,0.336878,0.380848,0.171258,0.193610,1.359426,1.536859,0.653706,0.843160,0.953210,0.420494,0.627785,0.709724,47.208150,53.369810,0.451376,0.055579,-0.888968,0.053924
27.11.2023 11:11:40 :610,18768,4816,18.628280,160.533300,25,-1,0,1,-1,(2.421484, 0.000000, 2.577323),-1,0.884548,0.337127,0.381129,0.170431,0.192676,1.359426,1.536859,0.653706,0.843160,0.953210,0.420494,0.726497,0.821320,27.507590,31.097910,0.454845,0.055092,-0.887199,0.054404
27.11.2023 11:11:40 :614,18772,4817,18.633370,160.566700,25,-1,0,1,-1,(2.422165, 0.000000, 2.579395),-1,0.884548,0.337342,0.381373,0.169751,0.191907,1.359426,1.536859,0.653706,0.843160,0.953210,0.420494,0.428348,0.484256,58.562000,66.205570,0.457704,0.054684,-0.885728,0.054793
27.11.2023 11:11:40 :619,18777,4818,18.637680,160.600000,25,-1,0,1,-1,(2.423108, 0.000000, 2.582283),-1,0.884548,0.337659,0.381730,0.168803,0.190836,1.359426,1.536859,0.653706,0.843160,0.953210,0.420494,0.704958,0.796969,64.185200,72.562720,0.461693,0.054104,-0.883658,0.055328
27.11.2023 11:11:40 :623,18781,4819,18.641500,160.633300,25,-1,0,1,-1,(2.423898, 0.000000, 2.584722),-1,0.884548,0.337941,0.382049,0.168004,0.189932,1.359426,1.536859,0.653706,0.843160,0.953210,0.420494,0.670852,0.758413,8.934307,10.100420,0.465064,0.053605,-0.881891,0.055772
27.11.2023 11:11:40 :627,18785,4820,18.646160,160.666700,25,-1,0,1,-1,(2.424591, 0.000000, 2.586879),-1,0.884548,0.338202,0.382344,0.167298,0.189134,1.359426,1.536859,0.653706,0.843160,0.953210,0.420494,0.485690,0.549083,39.702010,44.883960,0.468046,0.053156,-0.880315,0.056159
27.11.2023 11:11:40 :631,18789,4821,18.650390,160.700000,25,-1,0,1,-1,(2.425429, 0.000000, 2.589505),-1,0.884548,0.338534,0.382719,0.166439,0.188163,1.359426,1.536859,0.653706,0.843160,0.953210,0.420494,0.651961,0.737055,39.321640,44.453940,0.471676,0.052601,-0.878378,0.056622
27.11.2023 11:11:40 :636,18794,4822,18.654980,160.733300,25,-1,0,1,-1,(2.426181, 0.000000, 2.591880),-1,0.884548,0.338848,0.383074,0.165663,0.187286,1.359426,1.536859,0.653706,0.843160,0.953210,0.420494,0.542848,0.613702,23.779840,26.883610,0.474962,0.052090,-0.876611,0.057034
27.11.2023 11:11:40 :640,18798,4823,18.659240,160.766700,25,-1,0,1,-1,(2.426996, 0.000000, 2.594442),-1,0.884548,0.338812,0.383034,0.164919,0.186444,1.359426,1.536859,0.653706,0.843160,0.953210,0.420494,0.631058,0.713424,20.707020,23.409720,0.478485,0.051542,-0.874697,0.057442
27.11.2023 11:11:40 :647,18805,4824,18.663500,160.800000,25,-1,0,1,-1,(2.427756, 0.000000, 2.596796),-1,0.884548,0.338140,0.382275,0.164400,0.185858,1.359426,1.536859,0.653706,0.843160,0.953210,0.420494,0.580116,0.655833,11.964420,13.526030,0.481696,0.051049,-0.872941,0.057763
27.11.2023 11:11:40 :653,18811,4825,18.671650,160.833300,25,-1,1,1,-1,(2.428510, 0.000000, 2.599146),-1,0.884548,0.337483,0.381532,0.163900,0.185293,1.110917,1.255915,0.664644,0.843160,0.953210,0.420494,0.302904,0.342439,34.015190,38.454890,0.484902,0.050547,-0.871174,0.058073
27.11.2023 11:11:40 :658,18816,4826,18.676380,160.866700,25,-1,1,1,-1,(2.429933, 0.000000, 2.603625),-1,0.884548,0.336267,0.380157,0.162997,0.184271,1.110917,1.255915,0.664644,0.843160,0.953210,0.420494,0.993419,1.123081,145.962000,165.013100,0.491014,0.049565,-0.867762,0.058634
27.11.2023 11:11:40 :662,18820,4827,18.680750,160.900000,25,-1,1,1,-1,(2.430748, 0.000000, 2.606216),-1,0.884548,0.335587,0.379388,0.162504,0.183714,1.110917,1.255915,0.664644,0.843160,0.953210,0.420494,0.622318,0.703543,85.040570,96.140140,0.494549,0.048981,-0.865765,0.058941
27.11.2023 11:11:40 :667,18825,4828,18.685590,160.933300,25,-1,1,1,-1,(2.431492, 0.000000, 2.608600),-1,0.884548,0.334976,0.378698,0.162071,0.183225,1.110917,1.255915,0.664644,0.843160,0.953210,0.420494,0.515387,0.582656,22.069560,24.950100,0.497802,0.048434,-0.863911,0.059211
27.11.2023 11:11:40 :671,18829,4829,18.690060,160.966700,25,-1,1,1,-1,(2.432310, 0.000000, 2.611241),-1,0.884548,0.334317,0.377953,0.161614,0.182708,1.110917,1.255915,0.664644,0.843160,0.953210,0.420494,0.619010,0.699804,23.202190,26.230560,0.501404,0.047817,-0.861840,0.059498
27.11.2023 11:11:40 :677,18835,4830,18.695810,161.000000,25,-1,1,1,-1,(2.433065, 0.000000, 2.613668),-1,0.884548,0.333431,0.376951,0.161300,0.182353,1.110917,1.255915,0.664644,0.843160,0.953210,0.420494,0.442205,0.499922,30.759070,34.773770,0.504835,0.047209,-0.859846,0.059819
27.11.2023 11:11:40 :680,18838,4831,18.699070,161.033300,25,-1,1,1,-1,(2.434029, 0.000000, 2.616784),-1,0.884548,0.332214,0.375574,0.160976,0.181986,1.110917,1.255915,0.664644,0.843160,0.953210,0.420494,0.999163,1.129575,170.621200,192.890800,0.509290,0.046399,-0.857230,0.060242
27.11.2023 11:11:40 :687,18845,4832,18.705020,161.066700,25,-1,1,1,-1,(2.434571, 0.000000, 2.618548),-1,0.884548,0.331547,0.374821,0.160816,0.181806,1.110917,1.255915,0.664644,0.843160,0.953210,0.420494,0.310359,0.350867,115.841600,130.961400,0.511813,0.045932,-0.855734,0.060473
27.11.2023 11:11:40 :691,18849,4833,18.709930,161.100000,25,-1,1,1,-1,(2.435549, 0.000000, 2.621754),-1,0.884548,0.330377,0.373499,0.160568,0.181526,1.110917,1.255915,0.664644,0.843160,0.953210,0.420494,0.681841,0.770836,75.557110,85.418890,0.516401,0.045066,-0.852992,0.060877
27.11.2023 11:11:40 :695,18853,4834,18.713410,161.133300,25,-1,1,1,-1,(2.436347, 0.000000, 2.624397),-1,0.884548,0.329456,0.372457,0.160407,0.181343,1.110917,1.255915,0.664644,0.843160,0.953210,0.420494,0.795176,0.898964,32.646640,36.907710,0.520179,0.044337,-0.850708,0.061193
27.11.2023 11:11:40 :700,18858,4835,18.718330,161.166700,25,-1,1,1,-1,(2.436905, 0.000000, 2.626260),-1,0.884548,0.328830,0.371750,0.160316,0.181241,1.110917,1.255915,0.664644,0.843160,0.953210,0.420494,0.395066,0.446630,81.303890,91.915750,0.522844,0.043814,-0.849085,0.061407
27.11.2023 11:11:40 :705,18863,4836,18.723790,161.200000,25,-1,1,1,-1,(2.437689, 0.000000, 2.628891),-1,0.884548,0.327980,0.370788,0.160221,0.181133,1.110917,1.255915,0.664644,0.843160,0.953210,0.420494,0.502057,0.567586,19.566720,22.120590,0.526604,0.043064,-0.846775,0.061697
27.11.2023 11:11:40 :710,18868,4837,18.728370,161.233300,25,-1,1,1,-1,(2.438667, 0.000000, 2.631708),-1,0.884548,0.326602,0.369231,0.160202,0.181112,1.110917,1.255915,0.664644,0.843160,0.953210,0.420494,0.651304,0.736313,33.069680,37.385970,0.530231,0.042291,-0.844532,0.061904
27.11.2023 11:11:40 :715,18873,4838,18.733660,161.266700,25,-1,1,1,-1,(2.439523, 0.000000, 2.634025),-1,0.884548,0.325315,0.367776,0.160241,0.181156,1.110917,1.255915,0.664644,0.843160,0.953210,0.420494,0.467681,0.528723,34.824400,39.369720,0.533059,0.041663,-0.842773,0.062021
27.11.2023 11:11:40 :720,18878,4839,18.738620,161.300000,25,-1,1,1,-1,(2.440506, 0.000000, 2.636695),-1,0.884548,0.323879,0.366152,0.160329,0.181256,1.110917,1.255915,0.664644,0.843160,0.953210,0.420494,0.572564,0.647296,21.111940,23.867490,0.536316,0.040930,-0.840731,0.062133
27.11.2023 11:11:40 :725,18883,4840,18.743030,161.333300,25,-1,1,1,-1,(2.441423, 0.000000, 2.639199),-1,0.884548,0.322580,0.364683,0.160455,0.181398,1.110917,1.255915,0.664644,0.843160,0.953210,0.420494,0.605427,0.684448,7.461637,8.435537,0.539370,0.040232,-0.838803,0.062214
27.11.2023 11:11:40 :736,18894,4841,18.753960,161.366700,25,-1,1,1,-1,(2.442232, 0.000000, 2.641418),-1,0.884548,0.321467,0.363425,0.160600,0.181562,1.110917,1.255915,0.664644,0.843160,0.953210,0.420494,0.215981,0.244171,35.622480,40.271960,0.542075,0.039606,-0.837084,0.062267
27.11.2023 11:11:40 :741,18899,4842,18.759360,161.400000,25,-1,1,1,-1,(2.444244, 0.000000, 2.646891),-1,0.884548,0.318751,0.360355,0.160899,0.181899,1.110917,1.255915,0.664644,0.843160,0.953210,0.420494,1.081484,1.222640,160.513300,181.463700,0.548820,0.038069,-0.832744,0.062339
27.11.2023 11:11:40 :746,18904,4843,18.763800,161.433300,25,-1,1,1,-1,(2.445432, 0.000000, 2.649486),-1,0.884548,0.316462,0.357767,0.159476,0.180291,1.110917,1.255915,0.664644,0.843160,0.953210,0.420494,0.642008,0.725804,99.920490,112.962200,0.552694,0.037625,-0.830186,0.062505
27.11.2023 11:11:40 :752,18910,4844,18.770170,161.466700,25,-1,1,1,-1,(2.446407, 0.000000, 2.651625),-1,0.884548,0.314568,0.355626,0.158316,0.178980,1.110917,1.255915,0.664644,0.843160,0.953210,0.420494,0.369262,0.417459,42.841650,48.433380,0.555881,0.037252,-0.828063,0.062627
27.11.2023 11:11:40 :756,18914,4845,18.774170,161.500000,25,-1,1,1,-1,(2.447797, 0.000000, 2.654685),-1,0.884548,0.311845,0.352547,0.156679,0.177129,1.110917,1.255915,0.664644,0.843160,0.953210,0.420494,0.838501,0.947943,117.072800,132.353300,0.560433,0.036710,-0.825001,0.062778
27.11.2023 11:11:40 :761,18919,4846,18.779160,161.533300,25,-1,1,1,-1,(2.448667, 0.000000, 2.656611),-1,0.884548,0.310125,0.350602,0.155663,0.175980,1.110917,1.255915,0.664644,0.843160,0.953210,0.420494,0.423525,0.478804,83.165100,94.019890,0.563289,0.036363,-0.823063,0.062859
27.11.2023 11:11:40 :765,18923,4847,18.783720,161.566700,25,-1,1,1,-1,(2.449746, 0.000000, 2.659004),-1,0.884548,0.307978,0.348175,0.154417,0.174571,1.110917,1.255915,0.664644,0.843160,0.953210,0.420494,0.576064,0.651252,33.470130,37.838680,0.566834,0.035926,-0.820638,0.062945
27.11.2023 11:11:40 :770,18928,4848,18.788570,161.600000,25,-1,1,1,-1,(2.450726, 0.000000, 2.661190),-1,0.884548,0.306010,0.345951,0.153297,0.173305,1.110917,1.255915,0.664644,0.843160,0.953210,0.420494,0.493600,0.558026,16.992750,19.210660,0.570062,0.035522,-0.818412,0.063008
27.11.2023 11:11:40 :776,18934,4849,18.794230,161.633300,25,-1,1,1,-1,(2.451801, 0.000000, 2.663495),-1,0.884548,0.303634,0.343265,0.151725,0.171528,1.110917,1.255915,0.664644,0.843160,0.953210,0.420494,0.449574,0.508252,7.875610,8.903543,0.573438,0.035298,-0.816094,0.062554
27.11.2023 11:11:40 :780,18938,4850,18.798370,161.666700,25,-1,1,1,-1,(2.453109, 0.000000, 2.666141),-1,0.884548,0.300323,0.339521,0.149186,0.168658,1.110917,1.255915,0.664644,0.843160,0.953210,0.420494,0.712654,0.805670,63.601480,71.902800,0.577263,0.035431,-0.813498,0.061099
27.11.2023 11:11:40 :786,18944,4851,18.803860,161.700000,25,-1,1,1,-1,(2.454062, 0.000000, 2.668078),-1,0.884548,0.297856,0.336732,0.147333,0.166564,1.110917,1.255915,0.664644,0.843160,0.953210,0.420494,0.393282,0.444613,58.166180,65.758090,0.580056,0.035543,-0.811584,0.060027
27.11.2023 11:11:40 :790,18948,4852,18.808260,161.733300,25,-1,1,1,-1,(2.455321, 0.000000, 2.670645),-1,0.884548,0.294531,0.332973,0.144892,0.163803,1.110917,1.255915,0.664644,0.843160,0.953210,0.420494,0.650427,0.735321,58.496870,66.131940,0.583744,0.035709,-0.809033,0.058601
27.11.2023 11:11:40 :794,18952,4853,18.812300,161.766700,25,-1,1,1,-1,(2.456324, 0.000000, 2.672699),-1,0.884548,0.291826,0.329916,0.142952,0.161610,1.110917,1.255915,0.664644,0.843160,0.953210,0.420494,0.565794,0.639642,20.951140,23.685700,0.586685,0.035857,-0.806978,0.057454
27.11.2023 11:11:40 :798,18956,4854,18.816240,161.800000,25,-1,1,1,-1,(2.457242, 0.000000, 2.674587),-1,0.884548,0.289306,0.327066,0.141181,0.159608,1.110917,1.255915,0.664644,0.843160,0.953210,0.420494,0.532490,0.601991,8.452023,9.555189,0.589381,0.036005,-0.805080,0.056395
27.11.2023 11:11:40 :804,18962,4855,18.821760,161.833300,26,816,1,0,0.764109,(2.458134, 0.000000, 2.676429),0.587833,0.884548,0.286816,0.324251,0.139469,0.157673,1.110917,1.255915,0.664644,0.843160,0.953210,0.420494,0.370972,0.419392,29.272880,33.093600,0.592003,0.036161,-0.803219,0.055359
27.11.2023 11:11:40 :808,18966,4856,18.826680,161.866700,26,-1,1,0,-1,(2.459419, 0.000000, 2.679044),-1,0.884548,0.283442,0.320437,0.136976,0.154855,1.110917,1.255915,0.664644,0.843160,0.953210,0.420494,0.592464,0.669793,45.040940,50.919730,0.595357,0.036350,-0.800832,0.053836
27.11.2023 11:11:40 :812,18970,4857,18.830380,161.900000,26,-1,1,0,-1,(2.460637, 0.000000, 2.681450),-1,0.884548,0.280682,0.317317,0.134544,0.152104,1.110917,1.255915,0.664644,0.843160,0.953210,0.420494,0.728258,0.823311,36.734440,41.529050,0.597760,0.036452,-0.799134,0.052347
27.11.2023 11:11:40 :817,18975,4858,18.835840,161.933300,26,-1,1,0,-1,(2.461549, 0.000000, 2.683262),-1,0.884548,0.278565,0.314923,0.132729,0.150053,1.110917,1.255915,0.664644,0.843160,0.953210,0.420494,0.371514,0.420004,65.342980,73.871600,0.599563,0.036545,-0.797850,0.051225
27.11.2023 11:11:40 :823,18981,4859,18.841250,161.966700,26,-1,1,0,-1,(2.462886, 0.000000, 2.685936),-1,0.884548,0.275383,0.311326,0.130084,0.147062,1.110917,1.255915,0.664644,0.843160,0.953210,0.420494,0.552657,0.624791,33.476890,37.846320,0.602215,0.036706,-0.795948,0.049566
